Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Dollar_Loss,Estimated_Number_Of_Persons_Displaced,Fire_Alarm_System_Impact_on_Evacuation,Fire_Alarm_System_Operation,Fire_Alarm_System_Presence,Fire_Under_Control_Time,Ignition_Source,Last_TFS_Unit_Clear_Time,Latitude,Longitude,Possible_Cause,Property_Use,TFS_Alarm_Time,TFS_Arrival_Time
0,0,300000,16,Undetermined,Fire alarm system operation undetermined,Fire alarm system present,2017-10-19T19:44:35,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2017-10-20T16:53:02,43.63126,-79.47554,Improperly Discarded,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2017-10-19T18:18:50,2017-10-19T18:27:21
0,0,300000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2017-11-19T08:55:40,Undetermined,2017-11-20T13:14:17,43.78152,-79.34309,"Other unintentional cause, not classified","Attached Dwelling (eg. rowhouse, townhouse, etc.)",2017-11-19T07:38:18,2017-11-19T07:41:44
0,0,1000,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system did not operate,Fire alarm system present,2016-06-18T23:32:00,Central Heating/Cooling Unit,2016-06-18T23:43:57,43.64734,-79.39939,Electrical Failure,Multi-Unit Dwelling - Over 12 Units,2016-06-18T23:24:22,2016-06-18T23:29:17
0,0,250,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2013-06-25T21:29:00,"Stove, Range-top burner",2013-06-25T21:46:00,43.71498,-79.39267,Improper handling of ignition source or ignited material,Semi-Detached Dwelling,2013-06-25T21:23:48,2013-06-25T21:28:09
0,0,500,6,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2013-06-26T03:39:35,Oven,2013-06-26T04:19:07,43.75802,-79.19029,"Other unintentional cause, not classified",Detached Dwelling,2013-06-26T03:30:30,2013-06-26T03:35:37
0,0,200,0,Undetermined,Fire alarm system operated,Fire alarm system present,2013-06-26T15:54:00,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2013-06-26T16:12:13,43.73635,-79.58105,Improper handling of ignition source or ignited material,Multi-Unit Dwelling - Over 12 Units,2013-06-26T15:45:10,2013-06-26T15:49:12
0,0,400,3,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),No Fire alarm system,2017-06-13T14:48:00,"Distribution Equipment (includes panel boards, fuses, circuit br",2017-06-13T15:11:19,43.65817,-79.3655,Electrical Failure,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2017-06-13T14:44:08,2017-06-13T14:47:46
0,0,3000,997,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2017-01-21T22:06:43,Clothes Dryer,2017-01-21T22:52:10,43.68138,-79.44923,Mechanical Failure,Semi-Detached Dwelling,2017-01-21T21:50:02,2017-01-21T21:53:40
0,0,2000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2017-03-08T13:21:35,Other Mechanical,2017-03-08T13:52:47,43.65955,-79.57586,Mechanical Failure,Detached Dwelling,2017-03-08T13:13:33,2017-03-08T13:17:35
0,0,1000,5,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2013-07-04T05:35:05,"Other Cooking Items (eg Toaster, Kettle, elec frying pan)",2013-07-04T05:59:35,43.6391,-79.39928,Unattended,Multi-Unit Dwelling - Over 12 Units,2013-07-04T05:25:13,2013-07-04T05:35:04
0,0,1000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2013-07-07T16:45:08,"Stove, Range-top burner",2013-07-07T17:08:13,43.70767,-79.29327,Unattended,Detached Dwelling,2013-07-07T16:36:48,2013-07-07T16:42:01
0,0,0,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-02-19T19:17:30,Chimney - Factory Built,2016-02-19T20:18:06,43.67115,-79.35105,"Unintentional, cause undetermined",Semi-Detached Dwelling,2016-02-19T19:12:46,2016-02-19T19:17:18
0,0,50000,1,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Undetermined,2011-01-18T14:46:00,Wood burning stove,2011-01-18T15:28:37,43.64308,-79.52649,Used or Placed too close to combustibles,Detached Dwelling,2011-01-18T13:44:46,2011-01-18T13:51:24
0,0,2000000,0,"Not applicable: No fire alarm system, no persons present",Fire alarm system operation undetermined,Undetermined,2011-01-22T17:09:40,Undetermined,2011-01-22T18:05:07,43.70915,-79.56552,Undetermined,Garage:  General Auto Parking - Structure,2011-01-22T14:03:28,2011-01-22T14:09:02
0,0,5000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-01T06:39:31,"Stove, Range-top burner",2011-01-01T07:29:21,43.73809,-79.42084,Unattended,Multi-Unit Dwelling - Over 12 Units,2011-01-01T06:26:15,2011-01-01T06:33:37
0,0,25000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-02-06T14:23:10,Vehicle - Mechanical,2011-02-06T15:34:52,43.7515,-79.31302,Mechanical Failure,Multi-Unit Dwelling - Over 12 Units,2011-02-06T13:54:33,2011-02-06T13:59:19
2,0,2000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2014-06-14T21:53:47,"Stove, Range-top burner",2014-06-14T22:31:46,43.65829,-79.37103,Improper handling of ignition source or ignited material,Multi-Unit Dwelling - 2 to 6 Units,2014-06-14T21:50:43,2014-06-14T21:53:46
0,0,100,0,Undetermined,Not applicable (no system),Undetermined,2013-07-14T15:33:00,Oven,2013-07-14T15:46:13,43.68215,-79.44584,Design/Construction/Installation/Maintenance Deficiency,Detached Dwelling,2013-07-14T15:26:15,2013-07-14T15:31:25
0,0,300,0,Some persons (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2013-06-26T16:03:21,Undetermined,2013-06-26T16:23:43,43.63951,-79.38272,Undetermined,Multi-Unit Dwelling - Over 12 Units,2013-06-26T15:54:57,2013-06-26T15:59:02
0,0,20,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operation undetermined,Undetermined,2013-06-26T18:33:15,Candle,2013-06-26T18:51:34,43.77074,-79.38898,Used or Placed too close to combustibles,Detached Dwelling,2013-06-26T18:27:22,2013-06-26T18:31:32
0,0,500,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2016-06-19T08:59:55,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2016-06-19T09:18:27,43.65682,-79.37567,"Unintentional, cause undetermined",Multi-Unit Dwelling - Over 12 Units,2016-06-19T08:52:58,2016-06-19T08:56:52
0,0,150000,60,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-02-19T01:30:00,Service/Utility Lines (includes power/hydro transmission lines),2011-02-19T10:02:54,43.68541,-79.41924,Electrical Failure,Multi-Unit Dwelling - Over 12 Units,2011-02-18T20:09:04,2011-02-18T20:15:33
0,0,125000,15,Undetermined,Fire alarm system operation undetermined,Undetermined,2011-03-11T04:09:05,"Stove, Range-top burner",2011-03-11T07:00:45,43.66044,-79.3759,Unattended,Rooming/Boarding/Lodging House,2011-03-11T03:47:51,2011-03-11T03:53:11
0,0,80000,1,Some persons (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-04-10T17:00:00,Undetermined,2011-04-10T18:02:15,43.66809,-79.3701,Undetermined,Multi-Unit Dwelling - Over 12 Units,2011-04-10T16:45:38,2011-04-10T16:49:31
0,0,250000,4,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Undetermined,2011-04-16T16:42:49,Clothes Dryer,2011-04-17T09:10:31,43.77937,-79.35388,Undetermined,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2011-04-16T14:04:58,2011-04-16T14:13:04
0,0,500000,6,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),Undetermined,2011-04-22T02:33:00,Circuit Wiring - Copper,2011-04-22T08:16:10,43.78707,-79.39004,Electrical Failure,Detached Dwelling,2011-04-22T01:00:25,2011-04-22T01:07:18
0,0,3000,12,Some persons (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-22T19:11:55,"Distribution Equipment (includes panel boards, fuses, circuit br",2011-01-22T20:00:54,43.77124,-79.52252,Electrical Failure,Multi-Unit Dwelling - Over 12 Units,2011-01-22T18:13:38,2011-01-22T18:21:24
0,0,300000,997,Undetermined,Fire alarm system operation undetermined,Undetermined,2011-01-23T08:00:08,Undetermined,2011-01-23T17:10:00,43.70559,-79.3643,Undetermined,Detached Dwelling,2011-01-23T06:28:28,2011-01-23T06:32:17
0,0,0,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-07T19:43:37,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2011-01-07T20:24:07,43.6883,-79.49314,Improperly Discarded,Multi-Unit Dwelling - Over 12 Units,2011-01-07T19:21:06,2011-01-07T19:24:53
0,0,5000,1,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-14T03:00:00,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2011-01-14T04:22:34,43.64734,-79.39939,Improper handling of ignition source or ignited material,Multi-Unit Dwelling - Over 12 Units,2011-01-14T02:32:11,2011-01-14T02:37:07
0,0,60000,12,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-01-01T06:13:00,Circuit Wiring - Copper,2011-01-01T08:39:45,43.71775,-79.48656,Design/Construction/Installation/Maintenance Deficiency,Detached Dwelling,2011-01-01T05:49:17,2011-01-01T05:56:57
0,0,80000,3,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operated,Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-01-08T14:24:23,Vehicle - Mechanical,2011-01-08T16:02:48,43.68608,-79.5438,"Other unintentional cause, not classified",Detached Dwelling,2011-01-08T14:03:46,2011-01-08T14:07:36
0,0,10000,2,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-06-19T10:12:42,Oven,2016-06-19T10:58:22,43.7568,-79.56806,"Other unintentional cause, not classified",Detached Dwelling,2016-06-19T10:00:40,2016-06-19T10:06:54
0,0,20,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-09-13T10:02:00,Circuit Wiring - Copper,2016-09-13T10:20:31,43.65617,-79.42744,Electrical Failure,Semi-Detached Dwelling,2016-09-13T09:54:34,2016-09-13T10:00:15
0,0,5000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2014-06-01T14:03:39,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2014-06-01T15:17:41,43.75673,-79.5207,Improper handling of ignition source or ignited material,"Supermarket, Grocery Store",2014-06-01T13:48:27,2014-06-01T13:50:24
0,0,10000,2,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operated,Fire alarm system present,2014-06-01T22:51:22,Circuit Wiring - Copper,2014-06-01T23:23:19,43.64023,-79.52991,Electrical Failure,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2014-06-01T22:26:58,2014-06-01T22:33:18
0,0,500,1,Not applicable: Occupant(s) first alerted by other means,Fire alarm system did not operate,No Fire alarm system,2015-09-06T11:41:00,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2015-09-06T12:01:33,43.8086,-79.21139,Improperly Discarded,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2015-09-06T11:29:48,2015-09-06T11:35:47
0,0,25000,1,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2011-01-08T23:33:13,Undetermined,2011-01-09T02:15:18,43.66756,-79.29525,Undetermined,Semi-Detached Dwelling,2011-01-08T23:20:18,2011-01-08T23:27:05
0,0,50000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-26T04:16:38,Other Mechanical,2011-01-26T06:40:33,43.8104,-79.23849,Mechanical Failure,"Mfg: Secondary Processing (eg finished goods, furniture, etc)",2011-01-26T02:40:22,2011-01-26T02:47:01
0,0,200000,4,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operated,Fire alarm system present,2011-01-15T20:15:00,"Cord, Cable for Appliance, Electrical Articles",2011-01-15T22:15:08,43.67577,-79.44497,Electrical Failure,Detached Dwelling,2011-01-15T19:39:09,2011-01-15T19:43:53
0,0,7500,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operation undetermined,Undetermined,2011-01-01T12:55:05,"Cord, Cable for Appliance, Electrical Articles",2011-01-01T13:51:39,43.70157,-79.50346,Electrical Failure,Restaurant (occupant load less than 30 persons),2011-01-01T12:42:59,2011-01-01T12:48:08
0,0,500,0,No one (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-16T08:41:22,Undetermined,2011-01-16T09:06:53,43.67094,-79.37888,Undetermined,Multi-Unit Dwelling - Over 12 Units,2011-01-16T08:25:02,2011-01-16T08:29:18
0,0,0,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),No Fire alarm system,2014-06-03T14:27:41,Cutting/Welding Equipment,2014-06-03T14:56:41,43.7439,-79.61473,"Other unintentional cause, not classified",Other Industrial,2014-06-03T14:19:26,2014-06-03T14:25:26
0,0,25000,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2013-06-29T14:03:53,"Stove, Range-top burner",2013-06-29T14:50:55,43.74604,-79.54565,Unattended,Detached Dwelling,2013-06-29T13:55:55,2013-06-29T14:00:20
0,0,50,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2013-06-30T16:50:00,"Lamp (eg. coal, oil, naphtha, etc.)",2013-06-30T17:09:43,43.76721,-79.30281,Unattended,Detached Dwelling,2013-06-30T16:43:54,2013-06-30T16:48:16
0,0,40000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2015-02-20T07:31:42,"Refrigerator, Freezer (includes vending machine)",2015-02-20T08:38:52,43.66491,-79.36899,Electrical Failure,"Bar, Tavern, Night Club",2015-02-20T07:16:09,2015-02-20T07:19:43
0,0,0,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operation undetermined,Undetermined,2015-02-20T08:11:04,Wood burning stove,2015-02-20T08:42:44,43.79552,-79.30122,Design/Construction/Installation/Maintenance Deficiency,Detached Dwelling,2015-02-20T07:55:35,2015-02-20T08:02:54
0,0,50000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-24T03:33:00,"Distribution Equipment (includes panel boards, fuses, circuit br",2011-01-24T05:56:25,43.69335,-79.58852,Undetermined,"Mfg: Primary Metal Processing (eg refining, melting, etc)",2011-01-24T02:43:02,2011-01-24T02:50:23
0,0,0,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-29T18:49:43,Other Open Flame Tools/Smokers' Articles,2011-01-29T19:44:45,43.75569,-79.43699,Improperly Discarded,Multi-Unit Dwelling - Over 12 Units,2011-01-29T18:31:00,2011-01-29T18:36:21
0,0,0,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-10T11:01:10,Vehicle - Electrical,2011-01-10T12:31:23,43.64208,-79.37746,Electrical Failure,"Apartment, Flat, Tenement with Business",2011-01-10T10:50:56,2011-01-10T10:55:11
0,0,30000,10,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-01-10T12:13:39,"Stove, Range-top burner",2011-01-10T13:52:52,43.72655,-79.57024,Other misuse of ignition source/material ignited,Multi-Unit Dwelling - 7 to 12 Units,2011-01-10T11:52:18,2011-01-10T11:58:05
0,0,60000,0,Undetermined,Fire alarm system operated,Fire alarm system present,2011-01-10T21:29:52,Vehicle - Electrical,2011-01-10T23:10:36,43.62225,-79.52098,Undetermined,Motor Vehicle Sales,2011-01-10T21:07:18,2011-01-10T21:11:27
0,0,7500,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Not applicable (no system),Undetermined,2016-02-16T18:17:20,Oven,2016-02-16T18:36:28,43.64393,-79.51118,"Routine maintenance deficiency, eg creosote, lint, grease buildup",Detached Dwelling,2016-02-16T18:12:46,2016-02-16T18:17:19
